commit,avg,input1.txt,input2.txt,input3.txt,input4.txt,input5.txt,input6.txt,input7.txt,input8.txt
Add CI for build and filechecks (#3),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Function inline pass (#7),0.9803200688941205,1.0,0.9707924740768544,0.9778743644831808,0.9786772044136528,0.9787612389065852,0.978834839652498,0.9788591907136074,0.9787612389065852
Function inline pass bug fix (#20),0.9803200688941205,1.0,0.9707924740768544,0.9778743644831808,0.9786772044136528,0.9787612389065852,0.978834839652498,0.9788591907136074,0.9787612389065852
FunctionInlinePass Function Attribute 미확인 (#58),1.0527859666757449,1.5818181818181818,0.9696194810678928,0.9776817836288496,0.9785284017286932,0.9786155790323636,0.9786917727328024,0.9787169543648112,0.9786155790323636
RemoveUnusedPass (#10),nan,1.0,nan,nan,nan,nan,nan,nan,0.0106540421904075
Fix RemoveUnusedPass bug (#31),1.0527859666757449,1.5818181818181818,0.9696194810678928,0.9776817836288496,0.9785284017286932,0.9786155790323636,0.9786917727328024,0.9787169543648112,0.9786155790323636
Arithmetic pass (#8),1.0527859666757449,1.5818181818181818,0.9696194810678928,0.9776817836288496,0.9785284017286932,0.9786155790323636,0.9786917727328024,0.9787169543648112,0.9786155790323636
Fix wrong return value (#35),1.0527859666757449,1.5818181818181818,0.9696194810678928,0.9776817836288496,0.9785284017286932,0.9786155790323636,0.9786917727328024,0.9787169543648112,0.9786155790323636
Add SimplifyCFGPass (#9),1.0393890668593324,1.4909090909090907,0.966217801341904,0.9754859386348516,0.9763955745748176,0.9764826056691196,0.9765572696762672,0.9765816483994898,0.9764826056691196
Support compiler options (#17),1.0393890668593324,1.4909090909090907,0.966217801341904,0.9754859386348516,0.9763955745748176,0.9764826056691196,0.9765572696762672,0.9765816483994898,0.9764826056691196
Automate testing benchmarks (#23),1.0393890668593324,1.4909090909090907,0.966217801341904,0.9754859386348516,0.9763955745748176,0.9764826056691196,0.9765572696762672,0.9765816483994898,0.9764826056691196
Phierasepass (#27),1.0393890668593324,1.4909090909090907,0.966217801341904,0.9754859386348516,0.9763955745748176,0.9764826056691196,0.9765572696762672,0.9765816483994898,0.9764826056691196
Fix PhierasePass Bug (#47),1.0393890668593324,1.4909090909090907,0.966217801341904,0.9754859386348516,0.9763955745748176,0.9764826056691196,0.9765572696762672,0.9765816483994898,0.9764826056691196
Add GVNPass (#25),0.9871757128527527,1.4909090909090907,0.9053629240369726,0.9174289482461174,0.9168777657504394,0.9167667724959656,0.9166641414351898,0.916629287452281,0.9167667724959656
Add BranchPredictPass (#29),0.9112264068889689,1.2181818181818185,0.8518744428283206,0.8682954351142195,0.8700689986792172,0.8702529450965323,0.8704153032082712,0.8704693669068395,0.8702529450965323
Implement basic LoopVectorizePass (#32),0.9112264068889689,1.2181818181818185,0.8518744428283206,0.8682954351142195,0.8700689986792172,0.8702529450965323,0.8704153032082712,0.8704693669068395,0.8702529450965323
Fix CI & compiler option (#42),0.9112264068889689,1.2181818181818185,0.8518744428283206,0.8682954351142195,0.8700689986792172,0.8702529450965323,0.8704153032082712,0.8704693669068395,0.8702529450965323
Implement LoopUnrollPass (#49),0.9648266778830239,1.2181818181818185,0.936165720452306,0.9239271765022576,0.9274461304349848,0.9279823484061516,0.9283848323747792,0.9285430483057424,0.9279823484061516
Supplement LoopVectorizePass (#48),0.9612480840110282,1.2181818181818185,0.936165720452306,0.9072001537260798,0.9231448315205324,0.9253307338922871,0.9269996659943636,0.9276310144285514,0.9253307338922871
Refactor and add comments (#62),0.9612480840110282,1.2181818181818185,0.936165720452306,0.9072001537260798,0.9231448315205324,0.9253307338922871,0.9269996659943636,0.9276310144285514,0.9253307338922871
MatmulTransposePass (#52),0.9612480840110282,1.2181818181818185,0.936165720452306,0.9072001537260798,0.9231448315205324,0.9253307338922871,0.9269996659943636,0.9276310144285514,0.9253307338922871
Implement ConstantMergePass (#60),0.9592574006182686,1.2181818181818185,0.936165720452306,0.897895324052206,0.9207521251608328,0.9238557062234412,0.9262291321455008,0.9271236725066022,0.9238557062234412
Sccp pass (#45),0.9592574006182686,1.2181818181818185,0.936165720452306,0.897895324052206,0.9207521251608328,0.9238557062234412,0.9262291321455008,0.9271236725066022,0.9238557062234412
Add MemoryToStackPass (#51),1.9290930031257911,9.090909090909092,0.889621357856707,0.8667171186179551,0.8985599546186844,0.9177174932681288,0.925304015410972,0.9261975010566588,0.9177174932681288
Return correct PreservedAnalysis (#59),1.9290930031257911,9.090909090909092,0.889621357856707,0.8667171186179551,0.8985599546186844,0.9177174932681288,0.925304015410972,0.9261975010566588,0.9177174932681288
Fix filecheck details (#61),1.9290930031257911,9.090909090909092,0.889621357856707,0.8667171186179551,0.8985599546186844,0.9177174932681287,0.925304015410972,0.9261975010566589,0.9177174932681287
