commit,avg,input1.txt,input2.txt,input3.txt,input4.txt,input5.txt,input6.txt,input7.txt
Add CI for build and filechecks (#3),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Function inline pass (#7),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RemoveUnusedPass (#10),1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Arithmetic pass (#8),0.9770897254587761,0.9910647803425168,0.9597877687796704,0.9838673537978938,1.0,0.991204495480088,0.9588235294117646,0.9548801503994988
Add SimplifyCFGPass (#9),0.9770897254587761,0.9910647803425168,0.9597877687796704,0.9838673537978938,1.0,0.991204495480088,0.9588235294117646,0.9548801503994988
Update skeleton code from https://github.com/snu-sf-class/swpp202101-compiler,0.9855210208825264,0.9960287912633408,0.9723540910360232,0.990589289715438,1.0027085590465872,0.996090886880039,0.9718954248366012,0.9689801033996556
Support compiler options (#17),0.9855210208825264,0.9960287912633408,0.9723540910360232,0.990589289715438,1.0027085590465872,0.996090886880039,0.9718954248366012,0.9689801033996556
Fix wrong return value (#35),0.9855210208825264,0.9960287912633408,0.9723540910360232,0.990589289715438,1.0027085590465872,0.996090886880039,0.9718954248366012,0.9689801033996556
Fix RemoveUnusedPass bug (#31),0.9855210208825264,0.9960287912633408,0.9723540910360232,0.990589289715438,1.0027085590465872,0.996090886880039,0.9718954248366012,0.9689801033996556
Function inline pass bug fix (#20),0.9855210208825264,0.9960287912633408,0.9723540910360232,0.990589289715438,1.0027085590465872,0.996090886880039,0.9718954248366012,0.9689801033996556
Automate testing benchmarks (#23),0.9855210208825264,0.9960287912633408,0.9723540910360232,0.990589289715438,1.0027085590465872,0.996090886880039,0.9718954248366012,0.9689801033996556
Add GVNPass (#25),0.9855210208825264,0.9960287912633408,0.9723540910360232,0.990589289715438,1.0027085590465872,0.996090886880039,0.9718954248366012,0.9689801033996556
Phierasepass (#27),0.9686584300350257,0.9861007694216928,0.9472214465233174,0.9771454178803496,0.9972914409534128,0.9863181040801368,0.945751633986928,0.940780197399342
Add BranchPredictPass (#29),0.9686584300350257,0.9861007694216928,0.9472214465233174,0.9771454178803496,0.9972914409534128,0.9863181040801368,0.945751633986928,0.940780197399342
Implement basic LoopVectorizePass (#32),0.9686584300350257,0.9861007694216928,0.9472214465233174,0.9771454178803496,0.9972914409534128,0.9863181040801368,0.945751633986928,0.940780197399342
Update skeleton code (6/1),0.9686584300350257,0.9861007694216928,0.9472214465233174,0.9771454178803496,0.9972914409534128,0.9863181040801368,0.945751633986928,0.940780197399342
Fix CI & compiler option (#42),0.9686584300350257,0.9861007694216928,0.9472214465233174,0.9771454178803496,0.9972914409534128,0.9863181040801368,0.945751633986928,0.940780197399342
Fix PhierasePass Bug (#47),0.9686584300350257,0.9861007694216928,0.9472214465233174,0.9771454178803496,0.9972914409534128,0.9863181040801368,0.9457516339869281,0.940780197399342
